UN Number,Shipping Name and Description,English Shipping Name,French Shipping Name,Primary Class,Secondary Class,Packing Group,Special Provisions,6 (a) Explosive Limit and Limited Quantity Index,6 (b) Excepted Quantities,ERAP Index,Passenger Carrying Vessel Index,Road or Railway Passenger Carrying Vehicle Index
UN0398,"ROCKETS, LIQUID FUELLED with bursting charge::ENGINS AUTOPROPULSÉS À PROPERGOL LIQUIDE avec charge d’éclatement","ROCKETS, LIQUID FUELLED with bursting charge",ENGINS AUTOPROPULSÉS À PROPERGOL LIQUIDE avec charge d’éclatement,1.2,,II,,0,E0,75,Forbidden,Forbidden
UN0399,BOMBS WITH FLAMMABLE LIQUID with bursting charge::BOMBES CONTENANT UN LIQUIDE INFLAMMABLE avec charge d’éclatement,BOMBS WITH FLAMMABLE LIQUID with bursting charge,BOMBES CONTENANT UN LIQUIDE INFLAMMABLE avec charge d’éclatement,1.1,,II,,0,E0,75,Forbidden,Forbidden
UN0400,BOMBS WITH FLAMMABLE LIQUID with bursting charge::BOMBES CONTENANT UN LIQUIDE INFLAMMABLE avec charge d’éclatement,BOMBS WITH FLAMMABLE LIQUID with bursting charge,BOMBES CONTENANT UN LIQUIDE INFLAMMABLE avec charge d’éclatement,1.2,,II,,0,E0,75,Forbidden,Forbidden
UN0401,"DIPICRYL SULFIDE, dry or wetted with less than 10% water, by mass;
or
DIPICRYL SULPHIDE, dry or wetted with less than 10% water, by mass::SULFURE DE DIPICRYLE sec ou humidifié avec moins de 10 % (masse) d’eau","DIPICRYL SULFIDE, dry or wetted with less than 10% water, by mass;
or
DIPICRYL SULPHIDE, dry or wetted with less than 10% water, by mass",SULFURE DE DIPICRYLE sec ou humidifié avec moins de 10 % (masse) d’eau,1.1,,II,10,5,E0,75,10,Forbidden
UN0402,AMMONIUM PERCHLORATE::PERCHLORATE D’AMMONIUM,AMMONIUM PERCHLORATE,PERCHLORATE D’AMMONIUM,1.1,,II,,5,E0,75,10,Forbidden
UN0403,"FLARES, AERIAL::DISPOSITIFS ÉCLAIRANTS AÉRIENS","FLARES, AERIAL",DISPOSITIFS ÉCLAIRANTS AÉRIENS,1.4,,II,,25,E0,,10,20
UN0404,"FLARES, AERIAL::DISPOSITIFS ÉCLAIRANTS AÉRIENS","FLARES, AERIAL",DISPOSITIFS ÉCLAIRANTS AÉRIENS,1.4,,II,,25,E0,,,
UN0405,"CARTRIDGES, SIGNAL::CARTOUCHES DE SIGNALISATION","CARTRIDGES, SIGNAL",CARTOUCHES DE SIGNALISATION,1.4,,II,,25,E0,,,
UN0406,DINITROSOBENZENE::DINITROSOBENZÈNE,DINITROSOBENZENE,DINITROSOBENZÈNE,1.3,,II,,10,E0,,10,Forbidden
UN0407,TETRAZOL-1-ACETIC ACID::ACIDE TÉTRAZOL-1-ACÉTIQUE,TETRAZOL-1-ACETIC ACID,ACIDE TÉTRAZOL-1-ACÉTIQUE,1.4,,II,,0,E0,,10,Forbidden
UN0408,"FUZES, DETONATING with protective features::FUSÉES-DÉTONATEURS avec dispositifs de sécurité","FUZES, DETONATING with protective features",FUSÉES-DÉTONATEURS avec dispositifs de sécurité,1.1,,II,,0,E0,75,10,Forbidden
UN0409,"FUZES, DETONATING with protective features::FUSÉES-DÉTONATEURS avec dispositifs de sécurité","FUZES, DETONATING with protective features",FUSÉES-DÉTONATEURS avec dispositifs de sécurité,1.2,,II,,0,E0,75,10,Forbidden
UN0410,"FUZES, DETONATING with protective features::FUSÉES-DÉTONATEURS avec dispositifs de sécurité","FUZES, DETONATING with protective features",FUSÉES-DÉTONATEURS avec dispositifs de sécurité,1.4,,II,,0,E0,,10,Forbidden
UN0411,"PENTAERYTHRITE TETRANITRATE with not less than 7% wax, by mass;
PENTAERYTHRITOL TETRANITRATE with not less than 7% wax, by mass;
or
PETN with not less than 7% wax, by mass::PENTHRITE avec au moins 7 % (masse) de cire;
PETN avec au moins 7 % (masse) de cire;
TÉTRANITRATE DE PENTAÉRYTHRITE avec au moins 7 % (masse) de cire;
ou
TÉTRANITRATE DE PENTAÉRYTHRITOL avec au moins 7 % (masse) de cire","PENTAERYTHRITE TETRANITRATE with not less than 7% wax, by mass;
PENTAERYTHRITOL TETRANITRATE with not less than 7% wax, by mass;
or
PETN with not less than 7% wax, by mass","PENTHRITE avec au moins 7 % (masse) de cire;
PETN avec au moins 7 % (masse) de cire;
TÉTRANITRATE DE PENTAÉRYTHRITE avec au moins 7 % (masse) de cire;
ou
TÉTRANITRATE DE PENTAÉRYTHRITOL avec au moins 7 % (masse) de cire",1.1,,II,,0,E0,75,10,Forbidden
UN0412,CARTRIDGES FOR WEAPONS with bursting charge::CARTOUCHES POUR ARMES avec charge d’éclatement,CARTRIDGES FOR WEAPONS with bursting charge,CARTOUCHES POUR ARMES avec charge d’éclatement,1.4,,II,,0,E0,,10,3
UN0413,"CARTRIDGES FOR WEAPONS, BLANK::CARTOUCHES À BLANC POUR ARMES","CARTRIDGES FOR WEAPONS, BLANK",CARTOUCHES À BLANC POUR ARMES,1.2,,II,,0,E0,75,10,Forbidden
UN0414,"CHARGES, PROPELLING, FOR CANNON::CHARGES PROPULSIVES POUR CANON","CHARGES, PROPELLING, FOR CANNON",CHARGES PROPULSIVES POUR CANON,1.2,,II,,0,E0,75,10,Forbidden
UN0415,"CHARGES, PROPELLING::CHARGES PROPULSIVES","CHARGES, PROPELLING",CHARGES PROPULSIVES,1.2,,II,,0,E0,75,10,Forbidden
UN0417,"CARTRIDGES FOR WEAPONS, INERT PROJECTILE;
or
CARTRIDGES, SMALL ARMS::CARTOUCHES À PROJECTILE INERTE POUR ARMES;
ou
CARTOUCHES POUR ARMES DE PETIT CALIBRE","CARTRIDGES FOR WEAPONS, INERT PROJECTILE;
or
CARTRIDGES, SMALL ARMS","CARTOUCHES À PROJECTILE INERTE POUR ARMES;
ou
CARTOUCHES POUR ARMES DE PETIT CALIBRE",1.3,,II,,0,E0,,10,Forbidden
UN0418,"FLARES, SURFACE::DISPOSITIFS ÉCLAIRANTS DE SURFACE","FLARES, SURFACE",DISPOSITIFS ÉCLAIRANTS DE SURFACE,1.1,,II,,0,E0,75,10,Forbidden
UN0419,"FLARES, SURFACE::DISPOSITIFS ÉCLAIRANTS DE SURFACE","FLARES, SURFACE",DISPOSITIFS ÉCLAIRANTS DE SURFACE,1.2,,II,,0,E0,75,10,Forbidden
UN0420,"FLARES, AERIAL::DISPOSITIFS ÉCLAIRANTS AÉRIENS","FLARES, AERIAL",DISPOSITIFS ÉCLAIRANTS AÉRIENS,1.1,,II,,0,E0,75,10,Forbidden
UN0421,"FLARES, AERIAL::DISPOSITIFS ÉCLAIRANTS AÉRIENS","FLARES, AERIAL",DISPOSITIFS ÉCLAIRANTS AÉRIENS,1.2,,II,,0,E0,75,10,Forbidden
UN0424,"PROJECTILES, inert with tracer::PROJECTILES inertes avec traceur","PROJECTILES, inert with tracer",PROJECTILES inertes avec traceur,1.3,,II,,0,E0,,10,Forbidden
UN0425,"PROJECTILES, inert with tracer::PROJECTILES inertes avec traceur","PROJECTILES, inert with tracer",PROJECTILES inertes avec traceur,1.4,,II,,0,E0,,10,20
UN0426,PROJECTILES with burster or expelling charge::PROJECTILES avec charge de dispersion ou charge d’expulsion,PROJECTILES with burster or expelling charge,PROJECTILES avec charge de dispersion ou charge d’expulsion,1.2,,II,,0,E0,75,Forbidden,Forbidden
UN0427,PROJECTILES with burster or expelling charge::PROJECTILES avec charge de dispersion ou charge d’expulsion,PROJECTILES with burster or expelling charge,PROJECTILES avec charge de dispersion ou charge d’expulsion,1.4,,II,,0,E0,,Forbidden,Forbidden
UN0428,"ARTICLES, PYROTECHNIC for technical purposes::OBJETS PYROTECHNIQUES à usage technique","ARTICLES, PYROTECHNIC for technical purposes",OBJETS PYROTECHNIQUES à usage technique,1.1,,II,4,0,E0,75,10,Forbidden
UN0429,"ARTICLES, PYROTECHNIC for technical purposes::OBJETS PYROTECHNIQUES à usage technique","ARTICLES, PYROTECHNIC for technical purposes",OBJETS PYROTECHNIQUES à usage technique,1.2,,II,4,0,E0,75,10,Forbidden
UN0430,"ARTICLES, PYROTECHNIC for technical purposes::OBJETS PYROTECHNIQUES à usage technique","ARTICLES, PYROTECHNIC for technical purposes",OBJETS PYROTECHNIQUES à usage technique,1.3,,II,4; 76,25,E0,,10,Forbidden
UN0431,"ARTICLES, PYROTECHNIC for technical purposes::OBJETS PYROTECHNIQUES à usage technique","ARTICLES, PYROTECHNIC for technical purposes",OBJETS PYROTECHNIQUES à usage technique,1.4,,II,5; 76,25,E0,,10,20
UN0432,"ARTICLES, PYROTECHNIC for technical purposes::OBJETS PYROTECHNIQUES à usage technique","ARTICLES, PYROTECHNIC for technical purposes",OBJETS PYROTECHNIQUES à usage technique,1.4,,II,5; 76,25,E0,,,
UN0433,"POWDER CAKE, WETTED with not less than 17% alcohol, by mass;
or
POWDER PASTE, WETTED with not less than 17% alcohol, by mass::GALETTE HUMIDIFIÉE avec au moins 17 % (masse) d’alcool","POWDER CAKE, WETTED with not less than 17% alcohol, by mass;
or
POWDER PASTE, WETTED with not less than 17% alcohol, by mass",GALETTE HUMIDIFIÉE avec au moins 17 % (masse) d’alcool,1.1,,II,79,0,E0,75,10,Forbidden
UN0434,PROJECTILES with burster or expelling charge::PROJECTILES avec charge de dispersion ou charge d’expulsion,PROJECTILES with burster or expelling charge,PROJECTILES avec charge de dispersion ou charge d’expulsion,1.2,,II,,0,E0,75,10,Forbidden
UN0435,PROJECTILES with burster or expelling charge::PROJECTILES avec charge de dispersion ou charge d’expulsion,PROJECTILES with burster or expelling charge,PROJECTILES avec charge de dispersion ou charge d’expulsion,1.4,,II,,0,E0,,10,20
UN0436,ROCKETS with expelling charge::ENGINS AUTOPROPULSÉS avec charge d’expulsion,ROCKETS with expelling charge,ENGINS AUTOPROPULSÉS avec charge d’expulsion,1.2,,II,,0,E0,75,10,Forbidden
UN0437,ROCKETS with expelling charge::ENGINS AUTOPROPULSÉS avec charge d’expulsion,ROCKETS with expelling charge,ENGINS AUTOPROPULSÉS avec charge d’expulsion,1.3,,II,,0,E0,,10,Forbidden
UN0438,ROCKETS with expelling charge::ENGINS AUTOPROPULSÉS avec charge d’expulsion,ROCKETS with expelling charge,ENGINS AUTOPROPULSÉS avec charge d’expulsion,1.4,,II,,0,E0,,10,3
UN0439,"CHARGES, SHAPED, without detonator::CHARGES CREUSES sans détonateur","CHARGES, SHAPED, without detonator",CHARGES CREUSES sans détonateur,1.2,,II,,25,E0,75,10,Forbidden
UN0440,"CHARGES, SHAPED, without detonator::CHARGES CREUSES sans détonateur","CHARGES, SHAPED, without detonator",CHARGES CREUSES sans détonateur,1.4,,II,,25,E0,,10,3
UN0441,"CHARGES, SHAPED, without detonator::CHARGES CREUSES sans détonateur","CHARGES, SHAPED, without detonator",CHARGES CREUSES sans détonateur,1.4,,II,105,25,E0,,,
UN0442,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator::CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur","CHARGES, EXPLOSIVE, COMMERCIAL without detonator",CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur,1.1,,II,,25,E0,75,10,Forbidden
UN0443,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator::CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur","CHARGES, EXPLOSIVE, COMMERCIAL without detonator",CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur,1.2,,II,,25,E0,75,10,Forbidden
UN0444,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator::CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur","CHARGES, EXPLOSIVE, COMMERCIAL without detonator",CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur,1.4,,II,,25,E0,,10,3
UN0445,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator::CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur","CHARGES, EXPLOSIVE, COMMERCIAL without detonator",CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur,1.4,,II,105,25,E0,,,
UN0446,"CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER::DOUILLES COMBUSTIBLES VIDES ET NON AMORCÉES","CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER",DOUILLES COMBUSTIBLES VIDES ET NON AMORCÉES,1.4,,II,,0,E0,,10,3
UN0447,"CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER::DOUILLES COMBUSTIBLES VIDES ET NON AMORCÉES","CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER",DOUILLES COMBUSTIBLES VIDES ET NON AMORCÉES,1.3,,II,,0,E0,,10,Forbidden
UN0448,5-MERCAPTOTETRAZOL-1-ACETIC ACID::ACIDE MERCAPTO-5 TÉTRAZOL-1-ACÉTIQUE,5-MERCAPTOTETRAZOL-1-ACETIC ACID,ACIDE MERCAPTO-5 TÉTRAZOL-1-ACÉTIQUE,1.4,,II,,0,E0,,10,Forbidden
UN0449,"TORPEDOES, LIQUID FUELLED with or without bursting charge::TORPILLES À COMBUSTIBLE LIQUIDE avec ou sans charge d’éclatement","TORPEDOES, LIQUID FUELLED with or without bursting charge",TORPILLES À COMBUSTIBLE LIQUIDE avec ou sans charge d’éclatement,1.1,,II,,0,E0,75,Forbidden,Forbidden
UN0450,"TORPEDOES, LIQUID FUELLED with inert head::TORPILLES À COMBUSTIBLE LIQUIDE avec tête inerte","TORPEDOES, LIQUID FUELLED with inert head",TORPILLES À COMBUSTIBLE LIQUIDE avec tête inerte,1.3,,II,,0,E0,,Forbidden,Forbidden
UN0451,TORPEDOES with bursting charge::TORPILLES avec charge d’éclatement,TORPEDOES with bursting charge,TORPILLES avec charge d’éclatement,1.1,,II,,0,E0,75,10,Forbidden
UN0452,"GRENADES, PRACTICE, hand or rifle::GRENADES D’EXERCICE à main ou à fusil","GRENADES, PRACTICE, hand or rifle",GRENADES D’EXERCICE à main ou à fusil,1.4,,II,,0,E0,,10,Forbidden
UN0453,"ROCKETS, LINE-THROWING::ROQUETTES LANCE-AMARRES","ROCKETS, LINE-THROWING",ROQUETTES LANCE-AMARRES,1.4,,II,,25,E0,,10,20
UN0454,"IGNITERS::ALLUMEURS;
ou
INFLAMMATEURS",IGNITERS,"ALLUMEURS;
ou
INFLAMMATEURS",1.4,,II,76; 86,0,E0,,,100
UN0455,"DETONATORS, NON-ELECTRIC for blasting::DÉTONATEURS de mine (de sautage) NON ÉLECTRIQUES","DETONATORS, NON-ELECTRIC for blasting",DÉTONATEURS de mine (de sautage) NON ÉLECTRIQUES,1.4,,II,86; 105,0,E0,,,100
UN0456,"DETONATORS, ELECTRIC for blasting::DÉTONATEURS de mine (de sautage) ÉLECTRIQUES","DETONATORS, ELECTRIC for blasting",DÉTONATEURS de mine (de sautage) ÉLECTRIQUES,1.4,,II,86; 105,0,E0,,,100
UN0457,"CHARGES, BURSTING, PLASTICS BONDED::CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE","CHARGES, BURSTING, PLASTICS BONDED",CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE,1.1,,II,,0,E0,75,10,Forbidden
UN0458,"CHARGES, BURSTING, PLASTICS BONDED::CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE","CHARGES, BURSTING, PLASTICS BONDED",CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE,1.2,,II,,0,E0,75,10,Forbidden
UN0459,"CHARGES, BURSTING, PLASTICS BONDED::CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE","CHARGES, BURSTING, PLASTICS BONDED",CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE,1.4,,II,,0,E0,,10,3
UN0460,"CHARGES, BURSTING, PLASTICS BONDED::CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE","CHARGES, BURSTING, PLASTICS BONDED",CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE,1.4,,II,105,0,E0,,,
UN0461,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.::COMPOSANTS DE CHAÎNE PYROTECHNIQUE, N.S.A.","COMPONENTS, EXPLOSIVE TRAIN, N.O.S.","COMPOSANTS DE CHAÎNE PYROTECHNIQUE, N.S.A.",1.1,,II,16,0,E0,75,10,Forbidden
UN0462,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.1,,II,16,0,E0,75,10,Forbidden
UN0463,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.1,,II,16,0,E0,75,10,Forbidden
UN0464,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.1,,II,16,0,E0,75,10,Forbidden
UN0465,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.1,,II,16,0,E0,75,Forbidden,Forbidden
UN0466,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.2,,II,16,0,E0,75,10,Forbidden
UN0467,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.2,,II,16,0,E0,75,10,Forbidden
UN0468,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.2,,II,16,0,E0,75,10,Forbidden
UN0469,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.2,,II,16,0,E0,75,Forbidden,Forbidden
UN0470,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.3,,II,16,0,E0,,10,Forbidden
UN0471,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.4,,II,16,0,E0,,10,3
UN0472,"ARTICLES, EXPLOSIVE, N.O.S.::OBJETS EXPLOSIFS, N.S.A.","ARTICLES, EXPLOSIVE, N.O.S.","OBJETS EXPLOSIFS, N.S.A.",1.4,,II,16,0,E0,,Forbidden,Forbidden
UN0473,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.1,,II,16,0,E0,75,Forbidden,Forbidden
UN0474,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.1,,II,16,0,E0,75,10,Forbidden
UN0475,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.1,,II,16,0,E0,75,10,Forbidden
UN0476,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.1,,II,16,0,E0,75,Forbidden,Forbidden
UN0477,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.3,,II,16,0,E0,,10,Forbidden
UN0478,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.3,,II,16,0,E0,,Forbidden,Forbidden
UN0479,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.4,,II,16,0,E0,,10,3
UN0480,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.4,,II,16,0,E0,,10,3
UN0481,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.4,,II,16,0,E0,,,20
UN0482,"SUBSTANCES, EVI, N.O.S.;
or
SUBSTANCES, EXPLOSIVE, VERY INSENSITIVE, N.O.S.::MATIÈRES ETPS, N.S.A.;
ou
MATIÈRES EXPLOSIVES TRÈS PEU SENSIBLES, N.S.A.","SUBSTANCES, EVI, N.O.S.;
or
SUBSTANCES, EXPLOSIVE, VERY INSENSITIVE, N.O.S.","MATIÈRES ETPS, N.S.A.;
ou
MATIÈRES EXPLOSIVES TRÈS PEU SENSIBLES, N.S.A.",1.5,,II,16,0,E0,1 000,10,Forbidden
UN0483,"CYCLONITE, DESENSITIZED;
CYCLOTRIMETHYLENETRINITRAMINE, DESENSITIZED;
HEXOGEN, DESENSITIZED;
or
RDX, DESENSITIZED::CYCLONITE DÉSENSIBILISÉE;
CYCLOTRIMÉTHYLÈNETRINITRAMINE DÉSENSIBILISÉE;
HEXOGÈNE DÉSENSIBILISÉ;
ou
RDX DÉSENSIBILISÉ","CYCLONITE, DESENSITIZED;
CYCLOTRIMETHYLENETRINITRAMINE, DESENSITIZED;
HEXOGEN, DESENSITIZED;
or
RDX, DESENSITIZED","CYCLONITE DÉSENSIBILISÉE;
CYCLOTRIMÉTHYLÈNETRINITRAMINE DÉSENSIBILISÉE;
HEXOGÈNE DÉSENSIBILISÉ;
ou
RDX DÉSENSIBILISÉ",1.1,,II,,0,E0,75,10,Forbidden
UN0484,"CYCLOTETRAMETHYLENETETRANITRAMINE, DESENSITIZED;
HMX, DESENSITIZED;
or
OCTOGEN, DESENSITIZED::CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE, DÉSENSIBILISÉE;
HMX, DÉSENSIBILISÉ;
ou
OCTOGÈNE, DÉSENSIBILISÉ","CYCLOTETRAMETHYLENETETRANITRAMINE, DESENSITIZED;
HMX, DESENSITIZED;
or
OCTOGEN, DESENSITIZED","CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE, DÉSENSIBILISÉE;
HMX, DÉSENSIBILISÉ;
ou
OCTOGÈNE, DÉSENSIBILISÉ",1.1,,II,,0,E0,75,10,Forbidden
UN0485,"SUBSTANCES, EXPLOSIVE, N.O.S.::MATIÈRES EXPLOSIVES, N.S.A.","SUBSTANCES, EXPLOSIVE, N.O.S.","MATIÈRES EXPLOSIVES, N.S.A.",1.4,,II,16,0,E0,,Forbidden,3
UN0486,"ARTICLES, EEI;
or
ARTICLES, EXPLOSIVE, EXTREMELY INSENSITIVE::OBJETS EEPS;
ou
OBJETS EXPLOSIFS EXTRÊMEMENT PEU SENSIBLES","ARTICLES, EEI;
or
ARTICLES, EXPLOSIVE, EXTREMELY INSENSITIVE","OBJETS EEPS;
ou
OBJETS EXPLOSIFS EXTRÊMEMENT PEU SENSIBLES",1.6,,II,,0,E0,,50,Forbidden
UN0487,"SIGNALS, SMOKE::SIGNAUX FUMIGÈNES","SIGNALS, SMOKE",SIGNAUX FUMIGÈNES,1.3,,II,,10,E0,,10,20
UN0488,"AMMUNITION, PRACTICE::MUNITIONS D’EXERCICE","AMMUNITION, PRACTICE",MUNITIONS D’EXERCICE,1.3,,II,,0,E0,,10,Forbidden
UN0489,"DINGU;
or
DINITROGLYCOLURIL::DINGU;
ou
DINITROGLYCOLURILE","DINGU;
or
DINITROGLYCOLURIL","DINGU;
ou
DINITROGLYCOLURILE",1.1,,II,,0,E0,75,10,Forbidden
UN0490,"NITROTRIAZOLONE;
or
NTO::ONTA;
ou
OXYNITROTRIAZOLONE","NITROTRIAZOLONE;
or
NTO","ONTA;
ou
OXYNITROTRIAZOLONE",1.1,,II,,0,E0,75,10,Forbidden
UN0491,"CHARGES, PROPELLING::CHARGES PROPULSIVES","CHARGES, PROPELLING",CHARGES PROPULSIVES,1.4,,II,,0,E0,,10,3
UN0492,"SIGNALS, RAILWAY TRACK, EXPLOSIVE::PÉTARDS DE CHEMIN DE FER","SIGNALS, RAILWAY TRACK, EXPLOSIVE",PÉTARDS DE CHEMIN DE FER,1.3,,II,,10,E0,,10,Forbidden
UN0493,"SIGNALS, RAILWAY TRACK, EXPLOSIVE::PÉTARDS DE CHEMIN DE FER","SIGNALS, RAILWAY TRACK, EXPLOSIVE",PÉTARDS DE CHEMIN DE FER,1.4,,II,,25,E0,,10,20
UN0494,"JET PERFORATING GUNS, CHARGED, oil well, without detonator::PERFORATEURS À CHARGE CREUSE pour puits de pétrole, sans détonateur","JET PERFORATING GUNS, CHARGED, oil well, without detonator","PERFORATEURS À CHARGE CREUSE pour puits de pétrole, sans détonateur",1.4,,II,,0,E0,,10,3
UN0495,"PROPELLANT, LIQUID::PROPERGOL LIQUIDE","PROPELLANT, LIQUID",PROPERGOL LIQUIDE,1.3,,II,,0,E0,,10,Forbidden
UN0496,OCTONAL::OCTONAL,OCTONAL,OCTONAL,1.1,,II,,0,E0,75,10,Forbidden
UN0497,"PROPELLANT, LIQUID::PROPERGOL LIQUIDE","PROPELLANT, LIQUID",PROPERGOL LIQUIDE,1.1,,II,,0,E0,75,10,Forbidden
UN0498,"PROPELLANT, SOLID::PROPERGOL SOLIDE","PROPELLANT, SOLID",PROPERGOL SOLIDE,1.1,,II,,0,E0,75,10,Forbidden
UN0499,"PROPELLANT, SOLID::PROPERGOL SOLIDE","PROPELLANT, SOLID",PROPERGOL SOLIDE,1.3,,II,76,25,E0,,10,Forbidden
UN0500,"DETONATOR ASSEMBLIES, NON-ELECTRIC, for blasting::ASSEMBLAGES DE DÉTONATEURS de mine (de sautage) NON ÉLECTRIQUES","DETONATOR ASSEMBLIES, NON-ELECTRIC, for blasting",ASSEMBLAGES DE DÉTONATEURS de mine (de sautage) NON ÉLECTRIQUES,1.4,,II,86; 105,0,E0,,,100
UN0501,"PROPELLANT, SOLID::PROPERGOL SOLIDE","PROPELLANT, SOLID",PROPERGOL SOLIDE,1.4,,II,,0,E0,,10,Forbidden
UN0502,ROCKETS with inert head::ENGINS AUTOPROPULSÉS à tête inerte,ROCKETS with inert head,ENGINS AUTOPROPULSÉS à tête inerte,1.2,,II,,0,E0,75,10,Forbidden
UN0503,"SAFETY DEVICES, PYROTECHNIC::DISPOSITIFS PYROTECHNIQUES DE SÉCURITÉ","SAFETY DEVICES, PYROTECHNIC",DISPOSITIFS PYROTECHNIQUES DE SÉCURITÉ,1.4,,II,25; 135,25,E0,,50,Forbidden
UN0504,1H-TETRAZOLE::1H-TÉTRAZOLE,1H-TETRAZOLE,1H-TÉTRAZOLE,1.1,,II,,0,E0,75,10,Forbidden
